Kingdom	Phylum	Class	Order	Family	Genus	Species Name	Authority	Main Common Name	Red List Category	Population Trend	Threats List	Possibly Extinct	Possibly Extinct In Wild	Mitochondrion Count	Chloroplast Count	SRA Short Reads Count	SRA Long Reads Count
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Cheirocerus	Cheirocerus goeldii	(Steindachner, 1908)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Conorhynchos	Conorhynchos conirostris	(Valenciennes, 1840)	Pirá (por)	Endangered	Decreasing	Dams (size unknown); Renewable energy; Unintentional effects: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Duopalatinus	Duopalatinus emarginatus	(Valenciennes, 1840)	Mandi-açu (por)	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Duopalatinus	Duopalatinus peruanus	Eigenmann & Allen, 1942	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Exallodontus	Exallodontus aguanai	Lundberg, Mago-Leccia & Nass, 1991	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Hemisorubim	Hemisorubim platyrhynchos	(Valenciennes, 1840)	Porthole Shovelnose Catfish (eng)	Least Concern	Unknown	Large dams; Renewable energy	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Hypophthalmus	Hypophthalmus celiae	Littman, Lundberg &amp; Rocha, 2021	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Hypophthalmus	Hypophthalmus donascimientoi	Littman, Lundberg &amp; Rocha, 2021	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Hypophthalmus	Hypophthalmus edentatus	Spix & Agassiz, 1829	Highwaterman catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Hypophthalmus	Hypophthalmus fimbriatus	Kner, 1858	Mapará bico de pena (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Hypophthalmus	Hypophthalmus oremaculatus	Nani &amp; Fuster de Plaza, 1947	-	Least Concern	Stable	Soil erosion, sedimentation; Dams (size unknown); Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Iheringichthys	Iheringichthys labrosus	(Lütken, 1874)	Bagre Trompudo (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Iheringichthys	Iheringichthys megalops	Eigenmann &amp; Ward, 1907	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Iheringichthys	Iheringichthys syi	Azpelicueta &amp; Britski, 2012	Mandi-beiçudo (por)	Data Deficient	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Leiarius	Leiarius longibarbis	(Castelnau, 1855)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Leiarius	Leiarius marmoratus	(Gill, 1870)	Ashara (spa)	Least Concern	Unknown	Intentional use: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Leiarius	Leiarius pictus	(Müller & Troschel, 1849)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Luciopimelodus	Luciopimelodus pati	(Valenciennes, 1835)	Pati (eng)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Megalonema	Megalonema amaxanthum	Lundberg & Dahdul, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Megalonema	Megalonema platanum	(Günther, 1880)	Bagre Blanco (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Megalonema	Megalonema platycephalum	Eigenmann, 1912	Ballito (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Parapimelodus	Parapimelodus nigribarbis	(Boulenger, 1889)	Mandi (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Parapimelodus	Parapimelodus valenciennis	(Lütken, 1874)	Bagre Misionero (spa)	Least Concern	Stable	Large dams; Housing & urban areas; Type Unknown/Unrecorded; Type Unknown/Unrecorded; Renewable energy	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	Phractocephalus hemioliopterus	(Bloch & Schneider, 1801)	Redtail Catfish (eng)	Least Concern	Unknown	-	No	No	1	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodina	Pimelodina flavipinnis	Steindachner, 1876	Cunshi (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus absconditus	Azpelicueta, 1995	Mandi-pintado (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus albofasciatus	Mees, 1974	Barbudo (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus altissimus	Eigenmann & Pearson, 1942	Bagre Cogotúo (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus argenteus	Perugia, 1891	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus atrobrunneus	Vidal &amp; Lucena, 1999	Pintado (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus blochii	Valenciennes, 1840	Bloch's Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus britskii	Garavello &amp; Shibatta, 2007	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus fur	(Lütken, 1874)	Mandi-prata (por)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus halisodous	Ribeiro, Lucena &amp; Lucinda, 2008	-	Vulnerable	Unknown	Large dams; Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus jivaro	Eigenmann & Pearson, 1942	bagre cunshi (spa)	Least Concern	Stable	Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus joannis	Ribeiro, Lucena &amp; Lucinda, 2008	-	Data Deficient	Unknown	Dams (size unknown); Renewable energy	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus luciae	Rocha &amp; Ribeiro, 2010	Pirrulina (por)	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus maculatus	Lacepède, 1803	Bagre (por)	Least Concern	Stable	-	No	No	2	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus microstoma	Steindachner, 1877	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus multicratifer	Ribeiro, Lucena &amp; Oyakawa, 2011	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus mysteriosus	Azpelicueta, 1998	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus ornatus	Kner, 1858	Katvis (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus ortmanni	Haseman, 1911	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus pantaneiro	Souza-Filho &amp; Shibatta, 2007	Mandi (por)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus paranaensis	Britski &amp; Langeani, 1988	Mandi (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus pictus	Steindachner, 1876	Pictus Catfish (eng)	Least Concern	Unknown	-	No	No	1	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus pintado	Azpelicueta, Lundberg &amp; Loureiro, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus platicirris	Borodin, 1927	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus pohli	Ribeiro &amp; Lucena, 2006	Mandi (por)	Least Concern	Stable	Dams (size unknown); Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus quadratus	Lucinda, Ribeiro &amp; Lucena, 2016	-	Data Deficient	Unknown	Agro-industry grazing, ranching or farming; Large dams; Agro-industry farming	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus speciosus	Costa e Silva, Ribeiro, Lucena &amp; Lucinda, 2018	-	Least Concern	Unknown	Agro-industry grazing, ranching or farming; Mining & quarrying; Unintentional effects: (large scale) [harvest]; Large dams; Agro-industry farming	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus stewarti	Ribeiro, Lucena &amp; Lucinda, 2008	-	Data Deficient	Unknown	Renewable energy; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	Pimelodus tetramerus	Ribeiro & Lucena, 2006	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pinirampus	Pinirampus pirinampu	(Spix &amp; Agassiz, 1829)	Flatwhiskered Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Platynematichthys	Platynematichthys notatus	(Jardine, 1841)	Coroatá (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Platysilurus	Platysilurus mucosus	(Vaillant, 1880)	Zungarito Barbatus (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Platystomatichthys	Platystomatichthys sturio	(Kner, 1858)	Pez Esturido (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Propimelodus	Propimelodus araguayae	Rocha, de Oliveira &amp; Rapp Py-Daniel, 2007	Mandi (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Propimelodus	Propimelodus caesius	Parisi, Lundberg &amp; DoNascimiento, 2006	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Propimelodus	Propimelodus eigenmanni	(Van der Stigchel, 1946)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pseudoplatystoma	Pseudoplatystoma corruscans	(Spix &amp; Agassiz, 1829)	Spotted Sorubim (eng)	Near Threatened	Decreasing	Type Unknown/Unrecorded; Renewable energy; Intentional use: (large scale) [harvest]; Large dams; Sewage; Unspecified species	No	No	2	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pseudoplatystoma	Pseudoplatystoma punctifer	(Castelnau, 1855)	-	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pseudoplatystoma	Pseudoplatystoma reticulatum	Eigenmann &amp; Eigenmann, 1889	-	Least Concern	Unknown	Renewable energy; Intentional use: (subsistence/small scale) [harvest]; Large dams; Introduced genetic material	No	No	2	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Pseudoplatystoma	Pseudoplatystoma tigrinum	(Valenciennes, 1840)	Tiger Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Sorubim	Sorubim elongatus	Littmann, Burr, Schmidt &amp; Isern, 2001	Slender Shovelnose Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Sorubim	Sorubim lima	(Bloch &amp; Schneider, 1801)	Bico de pato (por)	Least Concern	Stable	Unintentional effects: (large scale) [harvest]	No	No	1	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Sorubim	Sorubim maniradii	Littman, Burr &amp; Buitrago-Suárez, 2001	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Sorubim	Sorubim trigonocephalus	Miranda Ribeiro, 1920	Bico-de-pato (por)	Least Concern	Stable	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Sorubimichthys	Sorubimichthys planiceps	(Spix & Agassiz, 1829)	Firewood Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Steindachneridion	Steindachneridion amblyurum	(Eigenmann &amp; Eigenmann, 1888)	Surubim-do-jequitinhonha (por)	Vulnerable	Decreasing	Dams (size unknown); Mining & quarrying; Motivation Unknown/Unrecorded; Unspecified species; Named species	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Steindachneridion	Steindachneridion doceanum	(Eigenmann &amp; Eigenmann, 1889)	Surubim-do-doce (por)	Endangered	Decreasing	Unspecified species; Dams (size unknown); Motivation Unknown/Unrecorded; Soil erosion, sedimentation; Herbicides and pesticides; Renewable energy	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Steindachneridion	Steindachneridion melanodermatum	Garavello, 2005	Surubim-do-iguaçu (por)	Endangered	Decreasing	Dams (size unknown); Intentional use: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]	No	No	2	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Steindachneridion	Steindachneridion parahybae	(Steindachner, 1877)	Surubim-do-paraíba (por)	Endangered	Decreasing	Sewage; Type Unknown/Unrecorded; Unspecified species; Named species; Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Steindachneridion	Steindachneridion punctatum	(Miranda Ribeiro, 1918)	-	Endangered	Unknown	Renewable energy; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Steindachneridion	Steindachneridion scriptum	(Miranda Ribeiro, 1918)	Bagre Cabezón (spa)	Endangered	Decreasing	Type Unknown/Unrecorded; Renewable energy; Intentional use: (subsistence/small scale) [harvest]; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Zungaro	Zungaro jahu	(Ihering, 1898)	Jaú (por)	Near Threatened	Decreasing	Renewable energy; Intentional use: (subsistence/small scale) [harvest]; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Zungaro	Zungaro zungaro	(Humboldt, 1821)	Gilded Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Batrochoglanis	Batrochoglanis melanurus	Shibatta &amp; Pavanelli, 2005	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Batrochoglanis	Batrochoglanis raninus	(Valenciennes, 1840)	Bumblebee Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Batrochoglanis	Batrochoglanis villosus	(Eigenmann, 1912)	Bumblebee catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Cephalosilurus	Cephalosilurus fowleri	Haseman, 1911	-	Least Concern	Unknown	Dams (size unknown); Mining & quarrying; Type Unknown/Unrecorded; Motivation Unknown/Unrecorded; Type Unknown/Unrecorded; Unspecified species	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Lophiosilurus	Lophiosilurus alexandri	Steindachner, 1876	Pacamã (por)	Vulnerable	Decreasing	Dams (size unknown); Intentional use: (large scale) [harvest]	No	No	3	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis cottoides	(Boulenger, 1891)	Dwarf Marbled Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis eurystoma	Malabarba &amp; Mahler, 1998	Dwarf Marbled Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis garavelloi	Shibatta &amp; Benine, 2005	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis leptostriatus	Mori &amp; Shibatta, 2006	-	Least Concern	Unknown	Unspecified species; Dams (size unknown); Motivation Unknown/Unrecorded; Commercial & industrial areas; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis lundbergi	Jarduli &amp; Shibatta, 2013	Dwarf Marbled Catfish (eng)	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis maculatus	Shibatta, 2014	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis malabarbai	Bertaco &amp; Cardoso, 2005	Bagrinho-malhado (por)	Near Threatened	Unknown	Herbicides and pesticides; Dams (size unknown); Other ecosystem modifications	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis minutus	Ottoni, Mattos &amp; Barbosa, 2010	-	Least Concern	Unknown	Habitat shifting & alteration; Soil erosion, sedimentation	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis nigripinnis	Bizerril &amp; Perez-Neto, 1992	-	Data Deficient	Unknown	Commercial & industrial areas; Dams (size unknown); Abstraction of surface water (commercial use)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis oliveirai	Ruiz &amp; Shibatta, 2011	Bagrinho (por)	Data Deficient	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis parahybae	(Steindachner, 1880)	-	Least Concern	Unknown	Dams (size unknown); Motivation Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis pataxo	Sarmento-Soares, Martins-Pinheiro, Aranda &amp; Chamon, 2006	-	Least Concern	Unknown	Other ecosystem modifications; Dams (size unknown); Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis pleriqueater	Mattos, Ottoni &amp; Barbosa, 2013	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis poecilus	Eigenmann, 1912	Dwarf Marbled Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis reikoae	Ruiz, 2016	-	Data Deficient	Unknown	Agro-industry grazing, ranching or farming; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis robustus	Ruiz &amp; Shibatta, 2010	-	Critically Endangered	Unknown	Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis secundus	Mees, 1974	Dwarf Marbled Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis sparsus	Ruiz, 2016	-	Data Deficient	Unknown	Agro-industry grazing, ranching or farming; Mining & quarrying; Roads & railroads; Unintentional effects: (large scale) [harvest]; Large dams; Agro-industry farming	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis xerente	Ruiz, 2016	-	Data Deficient	Unknown	Agro-industry grazing, ranching or farming; Mining & quarrying; Unintentional effects: (large scale) [harvest]; Large dams; Agro-industry farming	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	Microglanis xylographicus	Ruiz &amp; Shibatta, 2011	Bagrinho (por)	Data Deficient	Unknown	Dams (size unknown); Shipping lanes; Mining & quarrying	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Pseudopimelodus	Pseudopimelodus bufonius	(Valenciennes, 1840)	Bumblebee Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Pseudopimelodus	Pseudopimelodus charus	(Valenciennes, 1840)	Peixe-sapo (por)	Least Concern	Unknown	Run-off; Unspecified species; Dams (size unknown); Motivation Unknown/Unrecorded; Commercial & industrial areas; Housing & urban areas; Type Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Pseudopimelodus	Pseudopimelodus mangurus	(Valenciennes, 1835)	Bumblebee Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	1	0
