Kingdom	Phylum	Class	Order	Family	Genus	Species Name	Authority	Main Common Name	Red List Category	Population Trend	Threats List	Possibly Extinct	Possibly Extinct In Wild	Mitochondrion Count	Chloroplast Count	SRA Short Reads Count	SRA Long Reads Count
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Peckoltia	Peckoltia sabaji	Armbruster, 2003	-	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Peckoltia	Peckoltia simulata	Fisch-Muller &amp; Covain, 2012	-	Endangered	Unknown	Mining & quarrying; Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Peckoltia	Peckoltia vermiculata	(Steindachner, 1908)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Peckoltia	Peckoltia vittata	(Steindachner, 1881)	-	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Planiloricaria	Planiloricaria cryptodon	(Isbrucker, 1971)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Plesioptopoma	Plesioptopoma curvidens	Reis, Pereira &amp; Lehmann A., 2012	Cascudinho (por)	Critically Endangered	Unknown	Sewage	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pogonopoma	Pogonopoma obscurum	Quevedo &amp; Reis, 2002	Cascudo-preto (por)	Vulnerable	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pogonopoma	Pogonopoma parahybae	(Steindachner, 1877)	Cascudo-leiteiro (por)	Vulnerable	Unknown	Dams (size unknown); Type Unknown/Unrecorded; Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pogonopoma	Pogonopoma wertheimeri	(Steindachner, 1867)	Cascudo-preto (por)	Least Concern	Unknown	Dams (size unknown); Habitat shifting & alteration	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Proloricaria	Proloricaria lentiginosa	(Isbrücker, 1979)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Proloricaria	Proloricaria prolixa	(Isbrücker &amp; Nijssen, 1978)	Rapa-canoa (por)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudacanthicus	Pseudacanthicus histrix	(Valenciennes, 1840)	Acari (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudacanthicus	Pseudacanthicus leopardus	(Fowler, 1914)	Leopardpleco (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudacanthicus	Pseudacanthicus spinosus	(Castelnau, 1855)	Leopard Pleco (eng)	Least Concern	Stable	Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudancistrus	Pseudancistrus genisetiger	Fowler, 1941	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudancistrus	Pseudancistrus nigrescens	Eigenmann, 1912	-	Least Concern	Unknown	Agro-industry grazing, ranching or farming; Mining & quarrying; Seepage from mining	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudohemiodon	Pseudohemiodon amazonum	(Delsman, 1941)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudohemiodon	Pseudohemiodon laticeps	(Regan, 1904)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudohemiodon	Pseudohemiodon platycephalus	(Kner, 1853)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudolithoxus	Pseudolithoxus nicoi	(Armbruster &amp; Provenzano, 2000)	-	Least Concern	Unknown	Mining & quarrying; Seepage from mining	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudoloricaria	Pseudoloricaria laeviuscula	(Valenciennes, 1840)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudorinelepis	Pseudorinelepis genibarbis	(Valenciennes, 1840)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudotocinclus	Pseudotocinclus juquiae	Takako, Oliveira &amp; Oyakawa, 2005	Cascudinho-do-juquiá (por)	Critically Endangered	Unknown	Sewage; Motivation Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudotocinclus	Pseudotocinclus parahybae	Takako, Oliveira &amp; Oyakawa, 2005	Cascudinho-do-Paraíba (por)	Near Threatened	Unknown	Type Unknown/Unrecorded; Motivation Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudotocinclus	Pseudotocinclus tietensis	(Ihering, 1907)	-	Endangered	Unknown	Dams (size unknown); Type Unknown/Unrecorded; Sewage; Type Unknown/Unrecorded; Soil erosion, sedimentation; Housing & urban areas; Motivation Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudotothyris	Pseudotothyris janeirensis	Britski &amp; Garavello, 1984	-	Near Threatened	Unknown	Sewage; Housing & urban areas	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pseudotothyris	Pseudotothyris obtusa	(Miranda Ribeiro, 1911)	Cascudinho (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterosturisoma	Pterosturisoma microps	(Eigenmann & Allen, 1942)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys ambrosettii	(Holmberg, 1893)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys disjunctivus	(Weber, 1991)	Vermiculated Sailfin Catfish (eng)	Least Concern	Unknown	-	No	No	1	0	1	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys etentaculatus	(Spix &amp; Agassiz, 1829)	Acari Amarelo (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys gibbiceps	(Kner, 1854)	-	Least Concern	Unknown	-	No	No	1	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys joselimaianus	(Weber, 1991)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys lituratus	(Kner, 1854)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys pardalis	(Castelnau, 1855)	Amazon Sailfin Catfish (eng)	Least Concern	Unknown	-	No	No	3	0	42	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys parnaibae	(Weber, 1991)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys punctatus	(Kner, 1854)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys weberi	Armbruster &amp; Page, 2006	Ranger Pleco (eng)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	Pterygoplichthys xinguensis	(Weber, 1991)	-	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Pyxiloricaria	Pyxiloricaria menezesi	Isbrücker &amp; Nijssen, 1984	Rapa-canoa (por)	Least Concern	Unknown	Shipping lanes; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Reganella	Reganella depressa	(Kner, 1853)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhadinoloricaria	Rhadinoloricaria laani	(Nijssen &amp; Isbrücker, 1988)	-	Least Concern	Unknown	Mining & quarrying; Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhadinoloricaria	Rhadinoloricaria ommation	(Nijssen &amp; Isbrucker, 1988)	-	Least Concern	Unknown	Mining & quarrying; Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinelepis	Rhinelepis aspera	Spix &amp; Agassiz, 1829	Acarí-roncador (por)	Near Threatened	Decreasing	Intentional use: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinelepis	Rhinelepis strigosa	Valenciennes, 1840	Vieja (spa)	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinolekos	Rhinolekos britskii	Martins, Langeani &amp; Costa, 2011	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinolekos	Rhinolekos capetinga	Roxo, Ochoa, Silva &amp; Oliveira, 2015	-	Near Threatened	Unknown	Agro-industry grazing, ranching or farming; Mining & quarrying; Agro-industry farming	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinolekos	Rhinolekos garavelloi	Martins &amp; Langeani, 2011	Cascudinho (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinolekos	Rhinolekos schaeferi	Martins &amp; Langeani, 2011	-	Near Threatened	Unknown	Scale Unknown/Unrecorded; Type Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rhinotocinclus	Rhinotocinclus halbothi	(Lehmann, Lazzarotto &amp; Reis 2014)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria aequalicuspis	Reis &amp; Cardoso, 2001	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria anhaguapitan	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria anitae	Ghazzi, 2008	Cascudo (por)	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria aurata	(Knaack, 2002)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria baliola	Rodriguez &amp; Reis, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria cacerensis	(Miranda Ribeiro, 1912)	Rapa-canoa (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria cadeae	(Hensel, 1868)	Cascudo-viola (por)	Least Concern	Unknown	Other ecosystem modifications	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria capitonia	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria castroi	Isbrücker & Nijssen, 1984	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria cubataonis	(Steindachner, 1907)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria daraha	Rapp Py-Daniel &amp; Fichberg, 2008	-	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria fallax	(Steindachner, 1915)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria formosa	Isbrücker &amp; Nijssen, 1979	Paleta (spa)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria hasemani	Isbrücker & Nijssen, 1979	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria henselii	(Steindachner, 1907)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria heteroptera	Isbrücker &amp; Nijssen, 1976	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria isaaci	Rodriguez &amp; Miquelarena, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria jaraguensis	(Steindachner, 1909)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria konopickyi	(Steindachner, 1879)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria kronei	(Miranda Ribeiro, 1911)	-	Least Concern	Unknown	Herbicides and pesticides	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria lanceolata	(Günther, 1868)	Acari-cachimbo (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria langei	Ingenito, Ghazzi, Duboc &amp; Abilhoa, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria latirostris	(Boulenger, 1900)	Cascudo (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria lima	(Kner, 1853)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria longicauda	Reis, 1983	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria maacki	Ingenito, Ghazzi, Duboc &amp; Abilhoa, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria malabarbai	Rodriguez &amp; Reis, 2008	Cascudo-viola (por)	Least Concern	Unknown	Run-off; Sewage; Dams (size unknown); Scale Unknown/Unrecorded; Type Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria maquinensis	Reis &amp; Cardoso, 2001	Violinha (por)	Least Concern	Unknown	Type Unknown/Unrecorded; Soil erosion, sedimentation; Other threat; Other ecosystem modifications	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria melini	(Schindler, 1959)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria microlepidogaster	(Regan, 1904)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria microlepidota	(Steindachner, 1907)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria nigricauda	(Regan, 1904)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria osvaldoi	Fichberg &amp; Chamon, 2008	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria parva	(Boulenger, 1895)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria pentamaculata	Langeani &amp; de Araujo, 1994	Cascudo chinelinho (por)	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria phoxocephala	(Eigenmann &amp; Eigenmann, 1889)	-	Least Concern	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria platyura	(Müller &amp; Troschel, 1849)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria quadrensis	Reis, 1983	Cascudo (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria reisi	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria sanga	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria setepovos	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria steindachneri	(Regan, 1904)	Cascudo (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria stellata	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria stewarti	(Eigenmann, 1909)	Whiptail Catfish (eng)	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria strigilata	(Hensel, 1868)	-	Least Concern	Unknown	Mining & quarrying	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria teffeana	(Steindachner, 1879)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria tropeira	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	Rineloricaria zaina	Ghazzi, 2008	Violinha (por)	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Schizolecis	Schizolecis guntheri	(Miranda Ribeiro, 1918)	-	Least Concern	Unknown	-	No	No	1	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Scobinancistrus	Scobinancistrus aureatus	Burgess, 1994	Acari-da-pedra (por)	Vulnerable	Decreasing	Dams (size unknown); Mining & quarrying; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Scobinancistrus	Scobinancistrus pariolispos	Isbrücker &amp; Nijssen, 1989	Acari-da-pedra (por)	Vulnerable	Decreasing	Large dams; Intentional use: (subsistence/small scale) [harvest]; Small dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Spatuloricaria	Spatuloricaria euacanthagenys	Isbrücker, 1979	-	Data Deficient	Stable	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Spatuloricaria	Spatuloricaria evansii	(Boulenger, 1892)	Catfish (eng)	Least Concern	Unknown	Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Spatuloricaria	Spatuloricaria nudiventris	(Valenciennes, 1840)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Spatuloricaria	Spatuloricaria tuira	Fichberg, Oyakawa &amp; de Pinna, 2014	-	Least Concern	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Spectracanthicus	Spectracanthicus murinus	Nijssen &amp; Isbrücker, 1987	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Spectracanthicus	Spectracanthicus punctatissimus	(Steindachner, 1881)	-	Least Concern	Stable	Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Sturisoma	Sturisoma barbatum	(Kner, 1853)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Sturisoma	Sturisoma brevirostre	(Eigenmann & Eigenmann, 1889)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Sturisoma	Sturisoma lyra	(Regan, 1904)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Sturisoma	Sturisoma monopelte	Fowler, 1914	Whiptail Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Sturisoma	Sturisoma robustum	(Regan, 1904)	Whiptail Catfish (eng)	Least Concern	Unknown	Housing & urban areas; Roads & railroads; Work & other activities; Mining & quarrying; Other ecosystem modifications	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Sturisoma	Sturisoma rostratum	(Spix & Agassiz, 1829)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Aguarunichthys	Aguarunichthys inpai	Zuanon, Rapp Py-Daniel & Jégu, 1993	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Aguarunichthys	Aguarunichthys tocantinsensis	Zuanon, Rapp Py-Daniel &amp; Jégu, 1993	Bagre (por)	Endangered	Unknown	Dams (size unknown)	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Aguarunichthys	Aguarunichthys torosus	Stewart, 1986	Ashara (spa)	Least Concern	Unknown	Increase in fire frequency/intensity; Mining & quarrying; Soil erosion, sedimentation; Large dams; Scale Unknown/Unrecorded; Motivation Unknown/Unrecorded; Intentional use: (subsistence/small scale) [harvest]; Seepage from mining	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Bagropsis	Bagropsis reinhardti	Lütken, 1874	Bagre (por)	Least Concern	Unknown	Sewage; Seepage from mining	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Bergiaria	Bergiaria westermanni	(Lütken, 1874)	Papa-isca-açu (por)	Least Concern	Unknown	Dams (size unknown); Motivation Unknown/Unrecorded; Mining & quarrying; Housing & urban areas; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma capapretum	Lundberg & Akama, 2005	Piraíba-capapreta (por)	Near Threatened	Decreasing	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma filamentosum	(Lichtenstein, 1819)	Kumakuma (eng)	Least Concern	Decreasing	Renewable energy; Intentional use: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]; Large dams	No	No	1	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma juruense	(Boulenger, 1898)	Zebra Catfish (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma platynemum	Boulenger, 1898	Slobbering Catfish (eng)	Least Concern	Unknown	Intentional use: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma rousseauxii	(Castelnau, 1855)	Gilded Catfish (eng)	Vulnerable	Decreasing	Intentional use: (large scale) [harvest]; Dams (size unknown); Seepage from mining; Mining & quarrying; Agro-industry farming; Agro-industry grazing, ranching or farming	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma tigrinum	(Britski, 1981)	Tigerstriped Catfish (eng)	Least Concern	Unknown	Renewable energy; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Brachyplatystoma	Brachyplatystoma vaillantii	(Valenciennes, 1840)	Laulao catfish (eng)	Least Concern	Decreasing	Renewable energy; Intentional use: (subsistence/small scale) [harvest]; Intentional use: (large scale) [harvest]; Large dams	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Calophysus	Calophysus macropterus	(Lichtenstein, 1819)	Zamurito (spa)	Least Concern	Unknown	Intentional use: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Cheirocerus	Cheirocerus eques	Eigenmann, 1917	Barbudo (por)	Least Concern	Unknown	-	No	No	0	0	0	0
